,Reviews,Sentiment,Overall Sentiment
2049,"Also they are always out of Pan Pizzas, and the shakers for seasonings are always empty. Overall a very big disappointment, not that Dominos Pizzas are tasty anyway. Oh and the staff is very clueless about what they do.","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}",Negative
2050,28. My love for pizza. Domino's Guwahati .Thank you for tasty pizzas. Service is ok ok.,"{'neg': 0.0, 'neu': 0.104, 'pos': 0.896, 'compound': 0.8225}",Positive
2051,I usually eat non Vegetarian but Vegetariangies are also too good. Service and interior is fabulous.,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.743}",Positive
2052,"29. Awesome pizza, pizzas are soft, cheesy, mouth watering and amazing taste.","{'neg': 0.0, 'neu': 0.202, 'pos': 0.798, 'compound': 0.836}",Positive
2053,Service is good and the side dishes were also good. Dominos pizzas are best,"{'neg': 0.0, 'neu': 0.091, 'pos': 0.909, 'compound': 0.875}",Positive
2054,30. Poor hygiene... overcrowded... no discipline.,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",Negative
2055,31. Good place keeping up with the standard of Dominos. Service people are easy and good. Pizzas are usual Dominos standard so nothing to complain.,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.8271}",Positive
2056,"32. Chicken hot Wings and Mexican Tacos we ordered. It was good especially the tacos. Though we have to wait a while for our orders to be served, it was a good experience.","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",Positive
2057,"Non Vegetarian taco cost rs. 129, two pieces Chicken wings rs. 129, four pieces","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2058,33. The joint is one of the many of Domino's pizza outlets in Guwahti and has the same quality which is expected from it. We had some non pizza and garlic bread and was as good as expected.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2059,"34. Tried the chicken fiesta pizza 2 days back..it tasted good..loaded with chicken and cheese,it made my day. And who doesn't love Mexican chicken Taco's.. Pizza is forever.","{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.8807}",Positive
2060,35. Poor service as poor Pizza. I do not understand why these people on service lack manners. Above that they're quite stupid. The pizza never comes out as expected.,"{'neg': 0.753, 'neu': 0.247, 'pos': 0.0, 'compound': -0.9041}",Negative
2061,"36. This is one of the best Dominos Outlet in the city. The best thing about this is, it has got ample parking space. The pizzas served here are hand tossed and fresh. Love the cleanliness of this place too. A must visit.","{'neg': 0.0, 'neu': 0.318, 'pos': 0.682, 'compound': 0.8934}",Positive
2062,37. Better than the other dominos outlets. Service is deteriorating nowadays. Quality of the pizza is usual. Loved their new pizzas. Anyways home delivery isn't promising nowadays.,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7783}",Positive
2063,"38. I have tried pizzas in many restaurants but there's none that can beat Domino's. Domino's pizzas are my all time favourite. The crust is thick, loads of cheese(especially cheese burst), variety of toppings and of course, the seasonings - makes it the best! Now I'm just waiting to try the #AllNewDominos.","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",Positive
2064,Thanks to the Beltola outlet - I always get my pizzas delivered on time!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2065,39. Dominos doesn't really require a review it's one of the best. I often pay a visit to this Beltola outlet with family and friends. One of the best places to hang out. Cool environment with trees all round. Has parking space too. Ambiance is good. Food is great. And service is good as well.,"{'neg': 0.044, 'neu': 0.189, 'pos': 0.767, 'compound': 0.9749}",Positive
2066,"40. Their Pizza is alright but they don't deliver single pizza.. like, if you are alone how are you supposed to finish large and medium size pizza?","{'neg': 0.25, 'neu': 0.5, 'pos': 0.25, 'compound': 0.0}",Neutral
2067,41. Pizza is love and every visit of mine to this place have been a satisfying one. Spacious enough and they provide excellent service. Butterscotch Mousse cake apart from pizzas is recommended.,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.8176}",Positive
2068,"42. Rated 4.5 because I Love Pizza! Pizza Is BAE! Beltola Outlet Is Very Good At There Service With Home Delivery! I Order From There Very Often! One Of Their Delivery Boy Was Late For Around 10 Minutes He Himself Given Me Discount Of 300 Rs. However I Prefer To Go The And Dine! Favourite One Are Green Mexican Wave If You Add Paneer Topping, 5 Pepper A Must Have Pizza, And Deluxe Vegetariangie Exclude Mushrooms And In Include Paneer There All With Cheese Burst! Zingy Parcel (Vegetarian) 29/- Is Something I Always Order. Value For Money! Beltola Outlet Is Good Ambience Is Nice And A Very Responsive Staff","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.936}",Positive
2069,43. This is one of d best n cool place for hang out with friends....the quality of pizzas are not so bad....i think this place is better than dominos panbazar.....it is located in a perfect place,"{'neg': 0.168, 'neu': 0.048, 'pos': 0.784, 'compound': 0.9153}",Positive
2070,44. Very bad service. They say that the Vegetarian singles combo has been taken out of the menu. When it is clearly there. Also they don't pick up the phone. Very bad ! Dominos Beltola specially !,"{'neg': 0.446, 'neu': 0.382, 'pos': 0.172, 'compound': -0.6486}",Negative
2071,45. Slow service compared to the Dominos standard. Great location although the seating arrangement needs improvement. I ordered Vegetarian Margherita and Chicken Barbeque and the base sauce in both the Pizza was very thick and too tangy.,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",Positive
2072,"46. The ultimate stoppage for cheap pizzas! Of course, there is some compromise with the taste but no matter, it is satisfactory. One thing I regret ordering is CHICKEN WINGS. They were awful.","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",Positive
2073,"I always order pizza from Dominos Beltola. The deliver is up to the mark. However I prefer dining in more. The staff is good enough. But there have been some instances of wrong items being included in the bill, so better recheck the bill once you receive it. The ambiance is good but a little music, mild would enhance the environment to a further extent.","{'neg': 0.149, 'neu': 0.433, 'pos': 0.418, 'compound': 0.6808}",Positive
2074,47. Had cheese and barbeque chicken pizzas. This is the first time I had such a disappointing experience with Domino's. The base wasn't baked properly. Topping was even lower on quality. Didn't expect this at all. The staff should keep a proper supervision on the quality of pizza. Hope for the better next time.,"{'neg': 0.243, 'neu': 0.495, 'pos': 0.261, 'compound': 0.1027}",Positive
2075,"49. This is located near Survey, Beltola. The place is a little bigger, and quieter, than the one at The Hub, Bhangagarh. I've been here many times with Vishal Misra, who probably has Domino's Pizza in his veins. Nothing much to say about the outlet, except that it's a good place for a hangout.","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",Positive
2076,50. Awsome place to hang out... I usually visit n i order fr onion and pepper pizza loved it...i like barbeque chicken the most.... the tables and the lobby are highly and hygienically maintained... toilets are cleaned..... for me i will rate 5.0... keep it up...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2077,"1. Don't remember exactly I had started eating at this place. This is the most affordable dhaba in Silpukhuri area. Their quality as well the quantity remains the same. Whenever I go their,I order Butter chicken and Butter naan,it is one of the oldest special dish of their. The chicken dry was not up to the mark,I found it more saltier,and it was more filled with capsicum as compared to onion.","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.5859}",Positive
2078,2. Best for tandoori items. A must try garlic naan with butter chicken masala. Also try shahi paneer masala. This place is good for Punjabi food. The only downside is lack of parking space.,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",Positive
2079,3. So sad about the quality of food this place was my fav but today I ordered n it was horrible,"{'neg': 0.868, 'neu': 0.132, 'pos': 0.0, 'compound': -0.765}",Negative
2080,4. City dhaba servers most amazing biryani. And the butter chicken masala was just yumm. The parathas just melts once you take it inside your mouth. The chicken was so juicy and yumm. It was a beautiful and tasty sunday lunch,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.8271}",Positive
2081,"5. Awesome staff .. Ishwar , I'm your big fan","{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",Positive
2082,"6. Pocket friendly, good quantity of food, friendly staffs, worth it.","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8519}",Positive
2083,7. i ordered for chilly dry prawn they delivered chili dry paneer such careless attitude not acceptable,"{'neg': 0.284, 'neu': 0.455, 'pos': 0.261, 'compound': -0.0516}",Negative
2084,8. The Hakka noodles was the worst I have ever tasted. Someone Please tell the cook to cook properly. The dish I ordered was chicken Hakka noddle. N it was burned. I wish I could make eat the noodle to the cook itself than maybe he will realise how bad it was.,"{'neg': 0.374, 'neu': 0.493, 'pos': 0.133, 'compound': -0.7096}",Negative
2085,"9. Very poor quality food on online order,,,,,,,,,,,,,,,,,,,,,really disappointed......................","{'neg': 0.867, 'neu': 0.133, 'pos': 0.0, 'compound': -0.7574}",Negative
2086,"10. Food was fantastic. Butter naan was buttery and delicious and butter chicken was tasty, buttery, and full of flavour. But what I did not like was that the staff was rude. I asked one where the washroom is and he stared at me without replying. Please teach them some friendliness","{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8074}",Positive
2087,"11. I ordered chicken dry fry from ""The Dhaba"". I assumed that half plate would be enough for me but the quantity turned out to be very less. Please check the above attached photos. It is certainly not value for money, nor is it right to charge Rs-165 for such a small amount although I got it at a a discounted amount. Ive also clicked the food packet along with a fevistick so that you can get an idea how small and inadequate it is.The fact that this dhaba has 4.1 reviews is astonishing and questionable.","{'neg': 0.202, 'neu': 0.7, 'pos': 0.099, 'compound': -0.3612}",Negative
2088,12. New Menu with increased prices. For take away they give 10% discount.,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",Positive
2089,But the taste is not like before.,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
2090,"13. Been there for a dine with my friends!! It was a great time there... Their food, ambience all were great... Staff were kind and very welcoming... We loved their butter naan, butter chicken and tandoori chicken platters from their menu... All were superbly delicious with a desi taste at reasonable prices. Definitely a best place for everyone to hang out with their friends/ family / loved ones.","{'neg': 0.0, 'neu': 0.109, 'pos': 0.891, 'compound': 0.9869}",Positive
